GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,editor,reviewer,NatureServe_element_code,TSN_code,Global_SEQ_ID,input_data,IPDS,abstract,doi,ScienceBase_url
aRMSAx,Rich Mountain Salamander,Plethodon ouachitae,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Rich Mountain Salamander (Plethodon ouachitae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7057D6N.",United States,"Plethodon ouachitae, Rich Mountain Salamander",Matt Rubino,Steve Williams,AAAAD12130,173665,104184,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Rich Mountain Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7057D6N,https://www.sciencebase.gov/catalog/item/58fa4243e4b0b7ea54524aed
aROTFx,Rocky Mountain Tailed Frog,Ascaphus montanus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Rocky Mountain Tailed Frog (Ascaphus montanus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7VD6WRD.",United States,"Ascaphus montanus, Rocky Mountain Tailed Frog",Ken Boykin,Jeff Lonneker,AAABA01020,661593,104648,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Rocky Mountain Tailed Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7VD6WRD,https://www.sciencebase.gov/catalog/item/58fa424ae4b0b7ea54524af0
aRSNEx,Rough-skinned Newt,Taricha granulosa,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Rough-skinned Newt (Taricha granulosa) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7QN652X.",United States,"Taricha granulosa, Rough-skinned Newt",Ken Boykin,Jeff Lonneker,AAAAF02010,173620,100302,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Rough-skinned Newt.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7QN652X,https://www.sciencebase.gov/catalog/item/58fa424fe4b0b7ea54524af4
aRSSAx,Relictual Slender Salamander,Batrachoseps relictus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Relictual Slender Salamander (Batrachoseps relictus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7KW5DB6.",United States,"Batrachoseps relictus, Relictual Slender Salamander",Ken Boykin,Jeff Lonneker,AAAAD02070,208344,102917,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Relictual Slender Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7KW5DB6,https://www.sciencebase.gov/catalog/item/58fa4254e4b0b7ea54524af7
aRSTOx,Red-spotted Toad,Anaxyrus punctatus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Red-spotted Toad (Anaxyrus punctatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7G44NKB.",United States,"Anaxyrus punctatus, Red-spotted Toad",Ken Boykin,Jeff Lonneker,AAABB01120,773527,103152,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Red-spotted Toad.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7G44NKB,https://www.sciencebase.gov/catalog/item/58fa4259e4b0b7ea54524afb
aSADSx,Santeetlah Dusky Salamander,Desmognathus santeetlah,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Santeetlah Dusky Salamander (Desmognathus santeetlah) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7BC3WT5.",United States,"Desmognathus santeetlah, Santeetlah Dusky Salamander",Matt Rubino,Jeff Lonneker,AAAAD03110,173643,101251,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Santeetlah Dusky Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7BC3WT5,https://www.sciencebase.gov/catalog/item/58fa425fe4b0b7ea54524afe
aSASAx,Salado Salamander,Eurycea chisholmensis,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Salado Salamander (Eurycea chisholmensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F76M354P.",United States,"Eurycea chisholmensis, Salado Salamander",Ken Boykin,Steve Williams,AAAAD05190,668290,103095,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Salado Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F76M354P,https://www.sciencebase.gov/catalog/item/58fa4264e4b0b7ea54524b01
aSCFRx,Southern Cricket Frog,Acris gryllus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Cricket Frog (Acris gryllus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F72Z13ST.",United States,"Acris gryllus, Southern Cricket Frog",Ken Boykin,Jeff Lonneker,AAABC01020,173518,103292,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Southern Cricket Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F72Z13ST,https://www.sciencebase.gov/catalog/item/58fa4269e4b0b7ea54524b05
aSCSAx,Scott Bar Salamander,Plethodon asupak,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Scott Bar Salamander (Plethodon asupak) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7Z60MB9.",United States,"Plethodon asupak, Scott Bar Salamander",Ken Boykin,Jeff Lonneker,AAAAD12560,685566,777949,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Scott Bar Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7Z60MB9,https://www.sciencebase.gov/catalog/item/58fa426ee4b0b7ea54524b09
aSCSSx,South Carolina Slimy Salamander,Plethodon variolatus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, South Carolina Slimy Salamander (Plethodon variolatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7TD9VNG.",United States,"Plethodon variolatus, South Carolina Slimy Salamander",Matt Rubino,Jeff Lonneker,AAAAD12510,208295,732493,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for South Carolina Slimy Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7TD9VNG,https://www.sciencebase.gov/catalog/item/58fa4273e4b0b7ea54524b0c
aSDSAx,Shenandoah Salamander,Plethodon shenandoah,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Shenandoah Salamander (Plethodon shenandoah) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7PN93X4.",United States,"Plethodon shenandoah, Shenandoah Salamander",Matt Rubino,Jeff Lonneker,AAAAD12170,173669,101967,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for Shenandoah Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7PN93X4,https://www.sciencebase.gov/catalog/item/58fa4279e4b0b7ea54524b10
aSDSIx,Southern Dwarf Siren,Pseudobranchus axanthus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Dwarf Siren (Pseudobranchus axanthus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7JW8C5C.",United States,"Pseudobranchus axanthus, Southern Dwarf Siren",Matt Rubino,Steve Williams,AAAAG01020,550244,101066,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Southern Dwarf Siren.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7JW8C5C,https://www.sciencebase.gov/catalog/item/58fa427fe4b0b7ea54524b13
aSEASx,Seal Salamander,Desmognathus monticola,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Seal Salamander (Desmognathus monticola) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7F47MDH.",United States,"Desmognathus monticola, Seal Salamander",Matt Rubino,Steve Williams,AAAAD03060,173640,102693,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Seal Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7F47MDH,https://www.sciencebase.gov/catalog/item/58fa4285e4b0b7ea54524b16
aSEESx,Seepage Salamander,Desmognathus aeneus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Seepage Salamander (Desmognathus aeneus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F79C6VQ7.",United States,"Desmognathus aeneus, Seepage Salamander",Matt Rubino,Jeff Lonneker,AAAAD03010,173636,100247,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Seepage Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F79C6VQ7,https://www.sciencebase.gov/catalog/item/58fa428ae4b0b7ea54524b1a
aSENEx,Sierra Newt,Taricha sierrea,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Sierra Newt (Taricha sierrea) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F75Q4TCS.",United States,"Taricha sierrea, Sierra Newt",Ken Boykin,Jeff Lonneker,AAAAF02031,775939,100598,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Sierra Newt.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F75Q4TCS,https://www.sciencebase.gov/catalog/item/58fa4290e4b0b7ea54524b1d
aSGCSx,Southern Gray-cheeked Salamander,Plethodon metcalfi,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Gray-cheeked Salamander (Plethodon metcalfi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F71Z42QB.",United States,"Plethodon metcalfi, Southern Gray-cheeked Salamander",Matt Rubino,Jeff Lonneker,AAAAD12440,668321,101421,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Southern Gray-cheeked Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F71Z42QB,https://www.sciencebase.gov/catalog/item/58fa4296e4b0b7ea54524b20
aSGSSx,San Gabriel Mountains Slender Salamander,Batrachoseps gabrieli,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, San Gabriel Mountains Slender Salamander (Batrachoseps gabrieli) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7X63K7C.",United States,"Batrachoseps gabrieli, San Gabriel Mountains Slender Salamander",Ken Boykin,Jeff Lonneker,AAAAD02110,550545,100899,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for San Gabriel Mountains Slender Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7X63K7C,https://www.sciencebase.gov/catalog/item/58fa429ce4b0b7ea54524b24
aSGTOx,Sonoran Green Toad,Anaxyrus retiformis,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Sonoran Green Toad (Anaxyrus retiformis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7SF2TG6.",United States,"Anaxyrus retiformis, Sonoran Green Toad",Ken Boykin,Jeff Lonneker,AAABB01140,773529,102279,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Sonoran Green Toad.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7SF2TG6,https://www.sciencebase.gov/catalog/item/58fa42a2e4b0b7ea54524b27
aSHFRx,Sheep Frog,Hypopachus variolosus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Sheep Frog (Hypopachus variolosus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7NP22QD.",United States,"Hypopachus variolosus, Sheep Frog",Ken Boykin,Jeff Lonneker,AAABE02010,173470,102316,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Sheep Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7NP22QD,https://www.sciencebase.gov/catalog/item/58fa42a7e4b0b7ea54524b2b
aSHMSx,Shenandoah Mountain Salamander,Plethodon virginia,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Shenandoah Mountain Salamander (Plethodon virginia) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7HX19Z7.",United States,"Plethodon virginia, Shenandoah Mountain Salamander",Matt Rubino,Steve Williams,AAAAD12400,668325,104446,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Shenandoah Mountain Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7HX19Z7,https://www.sciencebase.gov/catalog/item/58fa42ade4b0b7ea54524b2e
