GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,modeler,NatureServe_element_code,TSN_code,EGT_ID,input_data,IPDS,abstract
aSITRx,Sierran Treefrog,Pseudacris sierra,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Sierran Treefrog (Pseudacris sierra) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Pseudacris sierra, Sierran Treefrog",Ken Boykin,AAABC051G2,774548,999,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Sierran Treefrog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSLFRx,Southern Leopard Frog,Lithobates sphenocephalus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Leopard Frog (Lithobates sphenocephalus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Lithobates sphenocephalus, Southern Leopard Frog",Ken Boykin,AAABH01220,775116,104396,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Southern Leopard Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSMFRx,Southern Mountain Yellow-legged Frog,Rana muscosa,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Mountain Yellow-legged Frog (Rana muscosa) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Rana muscosa, Southern Mountain Yellow-legged Frog",Ken Boykin,AAABH01330,173454,802507,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Southern Mountain Yellow-legged Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSMGSx,South Mountain Gray-cheeked Salamander,Plethodon meridianus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, South Mountain Gray-cheeked Salamander (Plethodon meridianus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon meridianus, South Mountain Gray-cheeked Salamander",,AAAAD12460,668320,100154,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for South Mountain Gray-cheeked Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSMMSx,Small-mouthed Salamander,Ambystoma texanum,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Small-mouthed Salamander (Ambystoma texanum) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Ambystoma texanum, Small-mouthed Salamander",Matthew Rubino,AAAAA01130,173605,103285,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Small-mouthed Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSMSAx,San Marcos Salamander,Eurycea nana,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, San Marcos Salamander (Eurycea nana) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Eurycea nana, San Marcos Salamander",Ken Boykin,AAAAD05070,173693,106379,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for San Marcos Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSMSSx,Santa Lucia Mountains Slender Salamander,Batrachoseps luciae,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Santa Lucia Mountains Slender Salamander (Batrachoseps luciae) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Batrachoseps luciae, Santa Lucia Mountains Slender Salamander",Ken Boykin,AAAAD02160,668245,103559,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Santa Lucia Mountains Slender Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSMTSx,Sacramento Mountains Salamander,Aneides hardii,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Sacramento Mountains Salamander (Aneides hardii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Aneides hardii, Sacramento Mountains Salamander",Ken Boykin,AAAAD01040,173702,105472,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Sacramento Mountains Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSNSAx,Shovel-nosed Salamander,Desmognathus marmoratus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Shovel-nosed Salamander (Desmognathus marmoratus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Desmognathus marmoratus, Shovel-nosed Salamander",,AAAAD03170,550398,101588,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Shovel-nosed Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSNTOx,Sonoran Desert Toad,Ollotis alvaria,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Sonoran Desert Toad (Ollotis alvaria) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Ollotis alvaria, Sonoran Desert Toad",,AAABB01010,775976,104462,"['elevation', 'natl_GAP_land_cover_ver1.0_(2001)', 'hydrology', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Sonoran Desert Toad.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSOASx,Southern Appalachian Salamander,Plethodon teyahalee,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Appalachian Salamander (Plethodon teyahalee) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon teyahalee, Southern Appalachian Salamander",,AAAAD12300,208294,102157,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Southern Appalachian Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSODSx,Southern Dusky Salamander,Desmognathus auriculatus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Dusky Salamander (Desmognathus auriculatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Desmognathus auriculatus, Southern Dusky Salamander",Matthew Rubino,AAAAD03020,173637,105932,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Southern Dusky Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSOFRx,Southern Chorus Frog,Pseudacris nigrita,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Chorus Frog (Pseudacris nigrita) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Pseudacris nigrita, Southern Chorus Frog",,AAABC05040,173530,106197,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Southern Chorus Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSOTOx,Southern Toad,Anaxyrus terrestris,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southern Toad (Anaxyrus terrestris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Anaxyrus terrestris, Southern Toad",Ken Boykin,AAABB01160,773531,100109,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Southern Toad.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSPCFx,Spotted Chirping Frog,Eleutherodactylus guttilatus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Spotted Chirping Frog (Eleutherodactylus guttilatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Eleutherodactylus guttilatus, Spotted Chirping Frog",Ken Boykin,AAABD04220,,,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Spotted Chirping Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSPDSx,Spotted Dusky Salamander,Desmognathus conanti,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Spotted Dusky Salamander (Desmognathus conanti) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Desmognathus conanti, Spotted Dusky Salamander",Matthew Rubino,AAAAD03041,668240,102338,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Spotted Dusky Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSPFRx,Spotted Chorus Frog,Pseudacris clarkii,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Spotted Chorus Frog (Pseudacris clarkii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Pseudacris clarkii, Spotted Chorus Frog",Ken Boykin,AAABC05030,173529,102742,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Spotted Chorus Frog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSPOSx,Spotted Salamander,Ambystoma maculatum,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Spotted Salamander (Ambystoma maculatum) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Ambystoma maculatum, Spotted Salamander",Matthew Rubino,AAAAA01090,173590,104612,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Spotted Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSPPEx,Spring Peeper,Pseudacris crucifer,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Spring Peeper (Pseudacris crucifer) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Pseudacris crucifer, Spring Peeper",Ken Boykin,AAABC05090,207303,105099,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Spring Peeper.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSPRSx,Spring Salamander,Gyrinophilus porphyriticus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Spring Salamander (Gyrinophilus porphyriticus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Gyrinophilus porphyriticus, Spring Salamander",Matthew Rubino,AAAAD06020,173715,100971,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Spring Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSQSAx,Sequoyah Slimy Salamander,Plethodon sequoyah,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Sequoyah Slimy Salamander (Plethodon sequoyah) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plethodon sequoyah, Sequoyah Slimy Salamander",Matthew Rubino,AAAAD12340,208293,102921,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Sequoyah Slimy Salamander.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
aSQTRx,Squirrel Treefrog,Hyla squirella,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Squirrel Treefrog (Hyla squirella) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Hyla squirella, Squirrel Treefrog",Ken Boykin,AAABC02120,173504,106239,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Squirrel Treefrog.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
