"doi","title","pubdate","publisher","url","resourcetype","date","datetype","abstractdesc","abstractdesctype","subject","username","created","modified","status","datasource","datacite_creation_date","link_checking_status"
"doi:10.5066/F7KP818T","Meleagris gallopavo merriami (Merriam's Turkey) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec75e4b063d5d307e74b","Dataset",,,"This dataset represents a species known range extent for Meleagris gallopavo merriami (Merriam's Turkey). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:25:09.808","2017-11-01 08:25:09.808","reserved",,,
"doi:10.5066/F7V69HQG","Phasianus colchicus (Ring-necked Pheasant) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebc1e4b063d5d307e135","Dataset",,,"This dataset represents a species known range extent for Phasianus colchicus (Ring-necked Pheasant). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:24:58.412","2017-11-01 08:24:58.412","reserved",,,
"doi:10.5066/F700016Q","Lagopus leucurus (White-Tailed Ptarmigan) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec4fe4b063d5d307e5fb","Dataset",,,"This dataset represents a species known range extent for Lagopus leucurus (White-Tailed Ptarmigan). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:24:47.121","2017-11-01 08:24:47.121","reserved",,,
"doi:10.5066/F73N22HD","Empidonax difficilis (Pacific-slope Flycatcher) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec2be4b063d5d307e4c1","Dataset",,,"This dataset represents a species known range extent for Empidonax difficilis (Pacific-slope Flycatcher). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:24:35.842","2017-11-01 08:24:35.842","reserved",,,
"doi:10.5066/F77D2T7R","Nyctanassa violacea (Yellow-crowned Night-heron) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5eb9ce4b063d5d307dfef","Dataset",,,"This dataset represents a species known range extent for Nyctanassa violacea (Yellow-crowned Night-heron). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:24:25.132","2017-11-01 08:24:25.132","reserved",,,
"doi:10.5066/F7C53JZ2","Synthliboramphus hypoleucus (Xantus's Murrelet) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebf1e4b063d5d307e2c5","Dataset",,,"This dataset represents a species known range extent for Synthliboramphus hypoleucus (Xantus's Murrelet). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:24:13.711","2017-11-01 08:24:13.711","reserved",,,
"doi:10.5066/F7GX49PG","Porzana carolina (Sora) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec05e4b063d5d307e367","Dataset",,,"This dataset represents a species known range extent for Porzana carolina (Sora). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:23:58.982","2017-11-01 08:23:58.982","reserved",,,
"doi:10.5066/F7MP52D6","Bubo scandiacus (Snowy Owl) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebbce4b063d5d307e111","Dataset",,,"This dataset represents a species known range extent for Bubo scandiacus (Snowy Owl). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:23:47.913","2017-11-01 08:23:47.913","reserved",,,
"doi:10.5066/F7RF5T50","Vermivora luciae (Lucy's Warbler) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec19e4b063d5d307e427","Dataset",,,"This dataset represents a species known range extent for Vermivora luciae (Lucy's Warbler). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:23:35.991","2017-11-01 08:23:35.991","reserved",,,
"doi:10.5066/F7W66JW9","Cyrtonyx montezumae (Montezuma Quail) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec7ce4b063d5d307e78b","Dataset",,,"This dataset represents a species known range extent for Cyrtonyx montezumae (Montezuma Quail). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:23:13.529","2017-11-01 08:23:13.529","reserved",,,
"doi:10.5066/F70V8BW2","Eurycea nana (San Marcos Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1c0e4b063d5d307dab7","Dataset",,,"This dataset represents a species known range extent for Eurycea nana (San Marcos Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:22:51.931","2017-11-01 08:22:51.931","reserved",,,
"doi:10.5066/F74M93MS","Anaxyrus boreas (Western Toad) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e284e4b063d5d307df13","Dataset",,,"This dataset represents a species known range extent for Anaxyrus boreas (Western Toad). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:22:34.561","2017-11-01 08:22:34.561","reserved",,,
"doi:10.5066/F78C9VB4","Necturus lewisi (Neuse River Waterdog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e257e4b063d5d307de11","Dataset",,,"This dataset represents a species known range extent for Necturus lewisi (Neuse River Waterdog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:22:23.322","2017-11-01 08:22:23.322","reserved",,,
"doi:10.5066/F7D50M2D","Ambystoma annulatum (Ringed Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1c8e4b063d5d307dae5","Dataset",,,"This dataset represents a species known range extent for Ambystoma annulatum (Ringed Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:22:12.099","2017-11-01 08:22:12.099","reserved",,,
"doi:10.5066/F7HX1BSD","Haematopus palliatus (American Oystercatcher) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1a8e4b063d5d307da49","Dataset",,,"This dataset represents a species known range extent for Haematopus palliatus (American Oystercatcher). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:22:00.69","2017-11-01 08:22:00.69","reserved",,,
"doi:10.5066/F7NP23JK","Batrachoseps kawia (Sequoia Slender Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec1fe4b063d5d307e457","Dataset",,,"This dataset represents a species known range extent for Batrachoseps kawia (Sequoia Slender Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:21:49.861","2017-11-01 08:21:49.861","reserved",,,
"doi:10.5066/F7SF2V8X","Hyla squirella (Squirrel Treefrog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebebe4b063d5d307e27f","Dataset",,,"This dataset represents a species known range extent for Hyla squirella (Squirrel Treefrog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:21:38.225","2017-11-01 08:21:38.225","reserved",,,
"doi:10.5066/F7X34WKX","Selasphorus sasin (Allen's Hummingbird) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1fae4b063d5d307dbe9","Dataset",,,"This dataset represents a species known range extent for Selasphorus sasin (Allen's Hummingbird). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:21:16.673","2017-11-01 08:21:16.673","reserved",,,
"doi:10.5066/F71V5D29","Plethodon shenandoah (Shenandoah Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1d6e4b063d5d307db2b","Dataset",,,"This dataset represents a species known range extent for Plethodon shenandoah (Shenandoah Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:21:05.791","2017-11-01 08:21:05.791","reserved",,,
"doi:10.5066/F75M64T2","Taricha granulosa (Rough-skinned Newt) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebd4e4b063d5d307e1c7","Dataset",,,"This dataset represents a species known range extent for Taricha granulosa (Rough-skinned Newt). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:20:54.582","2017-11-01 08:20:54.582","reserved",,,
"doi:10.5066/F79C6WJD","Spizella pusilla (Field Sparrow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec1fe4b063d5d307e45b","Dataset",,,"This dataset represents a species known range extent for Spizella pusilla (Field Sparrow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:20:42.565","2017-11-01 08:20:42.565","reserved",,,
"doi:10.5066/F7F47N84","Calamospiza melanocorys (Lark Bunting) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1b5e4b063d5d307da7f","Dataset",,,"This dataset represents a species known range extent for Calamospiza melanocorys (Lark Bunting). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:20:21.406","2017-11-01 08:20:21.406","reserved",,,
"doi:10.5066/F7JW8D10","Lophodytes cucullatus (Hooded Merganser) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebbde4b063d5d307e119","Dataset",,,"This dataset represents a species known range extent for Lophodytes cucullatus (Hooded Merganser). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:20:10.264","2017-11-01 08:20:10.264","reserved",,,
"doi:10.5066/F7PN94R9","Centrocercus urophasianus (Greater Sage-grouse) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1f2e4b063d5d307dbbb","Dataset",,,"This dataset represents a species known range extent for Centrocercus urophasianus (Greater Sage-grouse). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:19:58.342","2017-11-01 08:19:58.342","reserved",,,
"doi:10.5066/F7TB161T","Myiarchus crinitus (Great Crested Flycatcher) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec46e4b063d5d307e5ab","Dataset",,,"This dataset represents a species known range extent for Myiarchus crinitus (Great Crested Flycatcher). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:19:47.201","2017-11-01 08:19:47.201","reserved",,,
"doi:10.5066/F7Z31XRR","Tympanuchus cupido (Greater Prairie-chicken) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1ade4b063d5d307da5d","Dataset",,,"This dataset represents a species known range extent for Tympanuchus cupido (Greater Prairie-chicken). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:19:35.387","2017-11-01 08:19:35.387","reserved",,,
